alert_id,transaction_id,sender_account,receiver_account,transaction_amount,final_risk_score,risk_level,alert_type,alert_generated_at,recommended_action,alert_status
ALT000888,T028566,A0157,A0278,378862,82.75,HIGH,High Risk Alert,2025-01-01 23:48:00,Manual Review,Open
ALT000889,T028650,A0115,A0299,178723,90.25,HIGH,Critical Fraud Alert,2025-01-01 23:49:00,Block Transaction,Under Review
ALT000890,T028689,A0175,A0238,93590,79.65,HIGH,Medium Risk Alert,2025-01-01 23:50:00,Monitor,Under Review
ALT000891,T028736,A0430,A0315,320328,80.25,HIGH,High Risk Alert,2025-01-01 23:51:00,Manual Review,Open
ALT000892,T028756,A0484,A0254,126080,88.75,HIGH,High Risk Alert,2025-01-01 23:52:00,Manual Review,Open
ALT000893,T028778,A0191,A0483,103653,90.68,HIGH,Critical Fraud Alert,2025-01-01 23:53:00,Block Transaction,Under Review
ALT000894,T028783,A0458,A0211,197939,79.75,HIGH,Medium Risk Alert,2025-01-01 23:54:00,Monitor,Under Review
ALT000895,T028823,A0429,A0135,399770,75.0,HIGH,Medium Risk Alert,2025-01-01 23:55:00,Monitor,Resolved
ALT000896,T028842,A0458,A0177,170564,88.29,HIGH,High Risk Alert,2025-01-01 23:56:00,Manual Review,Open
ALT000897,T028854,A0252,A0237,110904,85.84,HIGH,High Risk Alert,2025-01-01 23:57:00,Manual Review,Open
ALT000898,T028874,A0470,A0238,146877,93.25,HIGH,Critical Fraud Alert,2025-01-01 23:58:00,Block Transaction,Under Review
ALT000899,T028987,A0380,A0056,95245,93.25,HIGH,Critical Fraud Alert,2025-01-01 23:59:00,Block Transaction,Under Review
ALT000900,T029000,A0107,A0130,378435,78.5,HIGH,Medium Risk Alert,2025-01-02 00:00:00,Monitor,Under Review
ALT000901,T029002,A0029,A0056,131035,82.57,HIGH,High Risk Alert,2025-01-02 00:01:00,Manual Review,Open
ALT000902,T029026,A0322,A0271,170760,80.5,HIGH,High Risk Alert,2025-01-02 00:02:00,Manual Review,Under Review
ALT000903,T029035,A0415,A0220,66203,84.18,HIGH,High Risk Alert,2025-01-02 00:03:00,Manual Review,Under Review
ALT000904,T029041,A0036,A0238,173115,93.25,HIGH,Critical Fraud Alert,2025-01-02 00:04:00,Block Transaction,Open
ALT000905,T029052,A0084,A0344,92404,92.38,HIGH,Critical Fraud Alert,2025-01-02 00:05:00,Block Transaction,Open
ALT000906,T029067,A0144,A0396,182447,77.25,HIGH,Medium Risk Alert,2025-01-02 00:06:00,Monitor,Open
ALT000907,T029171,A0226,A0094,115414,76.75,HIGH,Medium Risk Alert,2025-01-02 00:07:00,Monitor,Open
ALT000908,T029201,A0188,A0491,96193,94.25,HIGH,Critical Fraud Alert,2025-01-02 00:08:00,Block Transaction,Open
ALT000909,T029238,A0258,A0252,176106,83.5,HIGH,High Risk Alert,2025-01-02 00:09:00,Manual Review,Under Review
ALT000910,T029263,A0071,A0056,152835,93.25,HIGH,Critical Fraud Alert,2025-01-02 00:10:00,Block Transaction,Open
ALT000911,T029320,A0343,A0347,150020,91.0,HIGH,Critical Fraud Alert,2025-01-02 00:11:00,Block Transaction,Open
ALT000912,T029321,A0393,A0308,159404,92.75,HIGH,Critical Fraud Alert,2025-01-02 00:12:00,Block Transaction,Under Review
ALT000913,T029407,A0287,A0396,420819,77.0,HIGH,Medium Risk Alert,2025-01-02 00:13:00,Monitor,Resolved
ALT000914,T029438,A0009,A0183,242877,75.25,HIGH,Medium Risk Alert,2025-01-02 00:14:00,Monitor,Open
ALT000915,T029449,A0085,A0299,117837,85.74,HIGH,High Risk Alert,2025-01-02 00:15:00,Manual Review,Under Review
ALT000916,T029489,A0175,A0447,449182,83.5,HIGH,High Risk Alert,2025-01-02 00:16:00,Manual Review,Open
ALT000917,T029502,A0461,A0234,103632,94.25,HIGH,Critical Fraud Alert,2025-01-02 00:17:00,Block Transaction,Open
ALT000918,T029522,A0152,A0065,197484,89.5,HIGH,High Risk Alert,2025-01-02 00:18:00,Manual Review,Resolved
ALT000919,T029523,A0053,A0177,150716,92.0,HIGH,Critical Fraud Alert,2025-01-02 00:19:00,Block Transaction,Open
ALT000920,T029531,A0058,A0056,193436,93.75,HIGH,Critical Fraud Alert,2025-01-02 00:20:00,Block Transaction,Open
ALT000921,T029573,A0442,A0285,168504,92.75,HIGH,Critical Fraud Alert,2025-01-02 00:21:00,Block Transaction,Open
ALT000922,T029580,A0459,A0234,61204,81.05,HIGH,High Risk Alert,2025-01-02 00:22:00,Manual Review,Open
ALT000923,T029605,A0154,A0012,175128,79.39,HIGH,Medium Risk Alert,2025-01-02 00:23:00,Monitor,Open
ALT000924,T029633,A0479,A0443,191152,92.75,HIGH,Critical Fraud Alert,2025-01-02 00:24:00,Block Transaction,Open
ALT000925,T029661,A0049,A0065,75799,94.0,HIGH,Critical Fraud Alert,2025-01-02 00:25:00,Block Transaction,Open
ALT000926,T029664,A0236,A0079,130423,89.01,HIGH,High Risk Alert,2025-01-02 00:26:00,Manual Review,Resolved
ALT000927,T029694,A0235,A0056,190440,91.25,HIGH,Critical Fraud Alert,2025-01-02 00:27:00,Block Transaction,Under Review
ALT000928,T029703,A0294,A0234,152057,83.13,HIGH,High Risk Alert,2025-01-02 00:28:00,Manual Review,Under Review
ALT000929,T029750,A0490,A0500,421146,77.25,HIGH,Medium Risk Alert,2025-01-02 00:29:00,Monitor,Under Review
ALT000930,T029779,A0174,A0234,133782,92.5,HIGH,Critical Fraud Alert,2025-01-02 00:30:00,Block Transaction,Resolved
ALT000931,T029801,A0102,A0104,303581,78.75,HIGH,Medium Risk Alert,2025-01-02 00:31:00,Monitor,Open
ALT000932,T029809,A0091,A0475,158708,77.75,HIGH,Medium Risk Alert,2025-01-02 00:32:00,Monitor,Resolved
ALT000933,T029833,A0273,A0238,174568,90.5,HIGH,Critical Fraud Alert,2025-01-02 00:33:00,Block Transaction,Open
ALT000934,T029947,A0151,A0394,87537,84.8,HIGH,High Risk Alert,2025-01-02 00:34:00,Manual Review,Open
ALT000935,T029996,A0399,A0425,153429,76.0,HIGH,Medium Risk Alert,2025-01-02 00:35:00,Monitor,Under Review
ALT000936,T029997,A0482,A0238,83517,80.09,HIGH,High Risk Alert,2025-01-02 00:36:00,Manual Review,Open
ALT000937,T030018,A0310,A0147,320941,81.0,HIGH,High Risk Alert,2025-01-02 00:37:00,Manual Review,Open
ALT000938,T030037,A0155,A0353,181226,94.5,HIGH,Critical Fraud Alert,2025-01-02 00:38:00,Block Transaction,Open
ALT000939,T030038,A0188,A0344,52166,82.23,HIGH,High Risk Alert,2025-01-02 00:39:00,Manual Review,Open
ALT000940,T030040,A0460,A0257,196590,91.5,HIGH,Critical Fraud Alert,2025-01-02 00:40:00,Block Transaction,Open
ALT000941,T030078,A0164,A0304,414090,78.75,HIGH,Medium Risk Alert,2025-01-02 00:41:00,Monitor,Open
ALT000942,T030111,A0430,A0433,179096,90.75,HIGH,Critical Fraud Alert,2025-01-02 00:42:00,Block Transaction,Open
ALT000943,T030140,A0357,A0238,159790,93.75,HIGH,Critical Fraud Alert,2025-01-02 00:43:00,Block Transaction,Open
ALT000944,T030142,A0040,A0095,380909,80.75,HIGH,High Risk Alert,2025-01-02 00:44:00,Manual Review,Open
ALT000945,T030174,A0039,A0108,171448,93.0,HIGH,Critical Fraud Alert,2025-01-02 00:45:00,Block Transaction,Open
ALT000946,T030217,A0248,A0309,243255,79.25,HIGH,Medium Risk Alert,2025-01-02 00:46:00,Monitor,Under Review
ALT000947,T030230,A0281,A0491,55407,79.45,HIGH,Medium Risk Alert,2025-01-02 00:47:00,Monitor,Open
ALT000948,T030253,A0427,A0308,126178,82.18,HIGH,High Risk Alert,2025-01-02 00:48:00,Manual Review,Resolved
ALT000949,T030274,A0351,A0079,184026,90.0,HIGH,Critical Fraud Alert,2025-01-02 00:49:00,Block Transaction,Open
ALT000950,T030302,A0354,A0004,99829,93.0,HIGH,Critical Fraud Alert,2025-01-02 00:50:00,Block Transaction,Resolved
ALT000951,T030353,A0037,A0024,149855,88.75,HIGH,High Risk Alert,2025-01-02 00:51:00,Manual Review,Open
ALT000952,T030385,A0028,A0011,196434,91.25,HIGH,Critical Fraud Alert,2025-01-02 00:52:00,Block Transaction,Under Review
ALT000953,T030492,A0202,A0023,325577,81.75,HIGH,High Risk Alert,2025-01-02 00:53:00,Manual Review,Open
ALT000954,T030498,A0205,A0238,116558,87.22,HIGH,High Risk Alert,2025-01-02 00:54:00,Manual Review,Open
ALT000955,T030566,A0172,A0470,477934,77.5,HIGH,Medium Risk Alert,2025-01-02 00:55:00,Monitor,Open
ALT000956,T030598,A0252,A0319,264816,76.5,HIGH,Medium Risk Alert,2025-01-02 00:56:00,Monitor,Open
ALT000957,T030601,A0017,A0065,150613,91.65,HIGH,Critical Fraud Alert,2025-01-02 00:57:00,Block Transaction,Open
ALT000958,T030615,A0213,A0465,116059,79.34,HIGH,Medium Risk Alert,2025-01-02 00:58:00,Monitor,Open
ALT000959,T030729,A0178,A0056,138958,93.25,HIGH,Critical Fraud Alert,2025-01-02 00:59:00,Block Transaction,Open
ALT000960,T030770,A0322,A0328,199366,90.5,HIGH,Critical Fraud Alert,2025-01-02 01:00:00,Block Transaction,Open
ALT000961,T030777,A0417,A0079,50702,86.69,HIGH,High Risk Alert,2025-01-02 01:01:00,Manual Review,Under Review
ALT000962,T030821,A0116,A0353,163901,92.75,HIGH,Critical Fraud Alert,2025-01-02 01:02:00,Block Transaction,Open
ALT000963,T030859,A0288,A0285,326193,91.5,HIGH,Critical Fraud Alert,2025-01-02 01:03:00,Block Transaction,Open
ALT000964,T030879,A0138,A0011,145181,93.66,HIGH,Critical Fraud Alert,2025-01-02 01:04:00,Block Transaction,Open
ALT000965,T030911,A0133,A0257,138979,87.54,HIGH,High Risk Alert,2025-01-02 01:05:00,Manual Review,Under Review
ALT000966,T030915,A0029,A0394,149359,83.07,HIGH,High Risk Alert,2025-01-02 01:06:00,Manual Review,Resolved
ALT000967,T030917,A0181,A0353,134667,85.24,HIGH,High Risk Alert,2025-01-02 01:07:00,Manual Review,Open
ALT000968,T030972,A0346,A0024,182532,92.0,HIGH,Critical Fraud Alert,2025-01-02 01:08:00,Block Transaction,Open
ALT000969,T030998,A0255,A0328,84242,80.13,HIGH,High Risk Alert,2025-01-02 01:09:00,Manual Review,Open
ALT000970,T031022,A0073,A0394,78419,77.87,HIGH,Medium Risk Alert,2025-01-02 01:10:00,Monitor,Under Review
ALT000971,T031067,A0477,A0435,268476,78.25,HIGH,Medium Risk Alert,2025-01-02 01:11:00,Monitor,Under Review
ALT000972,T031077,A0155,A0012,358462,79.5,HIGH,Medium Risk Alert,2025-01-02 01:12:00,Monitor,Open
ALT000973,T031085,A0300,A0220,85199,90.25,HIGH,Critical Fraud Alert,2025-01-02 01:13:00,Block Transaction,Open
ALT000974,T031115,A0145,A0024,134064,90.31,HIGH,Critical Fraud Alert,2025-01-02 01:14:00,Block Transaction,Open
ALT000975,T031116,A0202,A0457,109019,91.5,HIGH,Critical Fraud Alert,2025-01-02 01:15:00,Block Transaction,Under Review
ALT000976,T031149,A0043,A0457,123200,89.5,HIGH,High Risk Alert,2025-01-02 01:16:00,Manual Review,Under Review
ALT000977,T031151,A0486,A0265,376652,80.5,HIGH,High Risk Alert,2025-01-02 01:17:00,Manual Review,Under Review
ALT000978,T031225,A0402,A0237,94972,83.25,HIGH,High Risk Alert,2025-01-02 01:18:00,Manual Review,Resolved
ALT000979,T031229,A0498,A0156,188314,75.25,HIGH,Medium Risk Alert,2025-01-02 01:19:00,Monitor,Resolved
ALT000980,T031236,A0427,A0483,193058,92.25,HIGH,Critical Fraud Alert,2025-01-02 01:20:00,Block Transaction,Open
ALT000981,T031284,A0492,A0328,186398,92.25,HIGH,Critical Fraud Alert,2025-01-02 01:21:00,Block Transaction,Resolved
ALT000982,T031298,A0242,A0056,193404,89.75,HIGH,High Risk Alert,2025-01-02 01:22:00,Manual Review,Under Review
ALT000983,T031310,A0293,A0257,56360,79.16,HIGH,Medium Risk Alert,2025-01-02 01:23:00,Monitor,Resolved
ALT000984,T031352,A0351,A0079,179400,92.5,HIGH,Critical Fraud Alert,2025-01-02 01:24:00,Block Transaction,Open
ALT000985,T031491,A0247,A0491,189295,90.0,HIGH,Critical Fraud Alert,2025-01-02 01:25:00,Block Transaction,Open
ALT000986,T031545,A0475,A0433,315612,89.25,HIGH,High Risk Alert,2025-01-02 01:26:00,Manual Review,Resolved
ALT000987,T031591,A0382,A0285,199164,92.75,HIGH,Critical Fraud Alert,2025-01-02 01:27:00,Block Transaction,Under Review
ALT000988,T031612,A0333,A0234,125115,94.49,HIGH,Critical Fraud Alert,2025-01-02 01:28:00,Block Transaction,Open
ALT000989,T031630,A0224,A0024,102871,88.89,HIGH,High Risk Alert,2025-01-02 01:29:00,Manual Review,Open
ALT000990,T031632,A0401,A0108,118696,90.78,HIGH,Critical Fraud Alert,2025-01-02 01:30:00,Block Transaction,Resolved
ALT000991,T031692,A0236,A0257,136653,93.64,HIGH,Critical Fraud Alert,2025-01-02 01:31:00,Block Transaction,Open
ALT000992,T031702,A0040,A0065,176791,91.75,HIGH,Critical Fraud Alert,2025-01-02 01:32:00,Block Transaction,Open
ALT000993,T031718,A0175,A0108,306986,89.25,HIGH,High Risk Alert,2025-01-02 01:33:00,Manual Review,Open
ALT000994,T031734,A0242,A0433,113650,90.25,HIGH,Critical Fraud Alert,2025-01-02 01:34:00,Block Transaction,Open
ALT000995,T031799,A0048,A0257,78846,81.82,HIGH,High Risk Alert,2025-01-02 01:35:00,Manual Review,Resolved
ALT000996,T031997,A0203,A0238,149571,91.0,HIGH,Critical Fraud Alert,2025-01-02 01:36:00,Block Transaction,Open
ALT000997,T032023,A0390,A0457,172462,93.0,HIGH,Critical Fraud Alert,2025-01-02 01:37:00,Block Transaction,Open
ALT000998,T032057,A0333,A0465,62713,79.9,HIGH,Medium Risk Alert,2025-01-02 01:38:00,Monitor,Open
ALT000999,T032092,A0050,A0238,128473,86.45,HIGH,High Risk Alert,2025-01-02 01:39:00,Manual Review,Under Review
ALT001000,T032093,A0089,A0108,196601,94.75,HIGH,Critical Fraud Alert,2025-01-02 01:40:00,Block Transaction,Open
ALT001001,T032110,A0041,A0347,94482,89.0,HIGH,High Risk Alert,2025-01-02 01:41:00,Manual Review,Open
ALT001002,T032153,A0486,A0344,198829,88.58,HIGH,High Risk Alert,2025-01-02 01:42:00,Manual Review,Open
ALT001003,T032218,A0093,A0094,298215,78.75,HIGH,Medium Risk Alert,2025-01-02 01:43:00,Monitor,Under Review
ALT001004,T032219,A0383,A0491,140707,90.75,HIGH,Critical Fraud Alert,2025-01-02 01:44:00,Block Transaction,Open
ALT001005,T032226,A0094,A0024,132220,91.0,HIGH,Critical Fraud Alert,2025-01-02 01:45:00,Block Transaction,Open
ALT001006,T032240,A0183,A0109,124056,91.0,HIGH,Critical Fraud Alert,2025-01-02 01:46:00,Block Transaction,Open
ALT001007,T032282,A0289,A0238,110901,86.51,HIGH,High Risk Alert,2025-01-02 01:47:00,Manual Review,Under Review
ALT001008,T032286,A0213,A0056,124977,80.62,HIGH,High Risk Alert,2025-01-02 01:48:00,Manual Review,Open
ALT001009,T032287,A0140,A0257,80598,92.75,HIGH,Critical Fraud Alert,2025-01-02 01:49:00,Block Transaction,Under Review
ALT001010,T032290,A0031,A0435,280845,76.25,HIGH,Medium Risk Alert,2025-01-02 01:50:00,Monitor,Open
ALT001011,T032298,A0320,A0011,154726,91.5,HIGH,Critical Fraud Alert,2025-01-02 01:51:00,Block Transaction,Resolved
ALT001012,T032329,A0045,A0285,126483,89.83,HIGH,High Risk Alert,2025-01-02 01:52:00,Manual Review,Resolved
ALT001013,T032336,A0371,A0065,172111,92.25,HIGH,Critical Fraud Alert,2025-01-02 01:53:00,Block Transaction,Open
ALT001014,T032358,A0469,A0437,257629,76.75,HIGH,Medium Risk Alert,2025-01-02 01:54:00,Monitor,Open
ALT001015,T032360,A0469,A0238,52154,80.73,HIGH,High Risk Alert,2025-01-02 01:55:00,Manual Review,Resolved
ALT001016,T032384,A0147,A0353,187617,92.75,HIGH,Critical Fraud Alert,2025-01-02 01:56:00,Block Transaction,Open
ALT001017,T032404,A0153,A0078,209036,79.5,HIGH,Medium Risk Alert,2025-01-02 01:57:00,Monitor,Under Review
ALT001018,T032462,A0188,A0079,176223,92.5,HIGH,Critical Fraud Alert,2025-01-02 01:58:00,Block Transaction,Open
ALT001019,T032483,A0180,A0108,152236,91.75,HIGH,Critical Fraud Alert,2025-01-02 01:59:00,Block Transaction,Resolved
ALT001020,T032495,A0490,A0299,94337,86.23,HIGH,High Risk Alert,2025-01-02 02:00:00,Manual Review,Open
ALT001021,T032531,A0085,A0238,101429,79.8,HIGH,Medium Risk Alert,2025-01-02 02:01:00,Monitor,Under Review
ALT001022,T032534,A0368,A0433,97545,80.69,HIGH,High Risk Alert,2025-01-02 02:02:00,Manual Review,Open
ALT001023,T032613,A0359,A0353,99326,94.75,HIGH,Critical Fraud Alert,2025-01-02 02:03:00,Block Transaction,Under Review
ALT001024,T032626,A0122,A0458,338423,75.75,HIGH,Medium Risk Alert,2025-01-02 02:04:00,Monitor,Open
ALT001025,T032634,A0111,A0465,94412,91.25,HIGH,Critical Fraud Alert,2025-01-02 02:05:00,Block Transaction,Open
ALT001026,T032641,A0344,A0234,195987,77.51,HIGH,Medium Risk Alert,2025-01-02 02:06:00,Monitor,Under Review
ALT001027,T032682,A0114,A0263,286360,75.25,HIGH,Medium Risk Alert,2025-01-02 02:07:00,Monitor,Under Review
ALT001028,T032693,A0127,A0465,140217,89.5,HIGH,High Risk Alert,2025-01-02 02:08:00,Manual Review,Open
ALT001029,T032695,A0015,A0433,112411,93.25,HIGH,Critical Fraud Alert,2025-01-02 02:09:00,Block Transaction,Under Review
ALT001030,T032706,A0349,A0177,83357,78.4,HIGH,Medium Risk Alert,2025-01-02 02:10:00,Monitor,Open
ALT001031,T032711,A0467,A0491,152331,88.75,HIGH,High Risk Alert,2025-01-02 02:11:00,Manual Review,Open
ALT001032,T032721,A0145,A0065,127455,92.14,HIGH,Critical Fraud Alert,2025-01-02 02:12:00,Block Transaction,Open
ALT001033,T032740,A0176,A0238,58318,87.07,HIGH,High Risk Alert,2025-01-02 02:13:00,Manual Review,Open
ALT001034,T032901,A0076,A0109,52321,75.27,HIGH,Medium Risk Alert,2025-01-02 02:14:00,Monitor,Under Review
ALT001035,T032924,A0455,A0457,134967,91.75,HIGH,Critical Fraud Alert,2025-01-02 02:15:00,Block Transaction,Under Review
ALT001036,T032959,A0301,A0088,111824,87.97,HIGH,High Risk Alert,2025-01-02 02:16:00,Manual Review,Open
ALT001037,T032992,A0310,A0024,73805,82.15,HIGH,High Risk Alert,2025-01-02 02:17:00,Manual Review,Open
ALT001038,T033028,A0436,A0394,69588,84.86,HIGH,High Risk Alert,2025-01-02 02:18:00,Manual Review,Resolved
ALT001039,T033056,A0408,A0177,131334,83.36,HIGH,High Risk Alert,2025-01-02 02:19:00,Manual Review,Resolved
ALT001040,T033061,A0045,A0457,85041,77.42,HIGH,Medium Risk Alert,2025-01-02 02:20:00,Monitor,Under Review
ALT001041,T033070,A0047,A0347,54192,84.93,HIGH,High Risk Alert,2025-01-02 02:21:00,Manual Review,Under Review
ALT001042,T033081,A0149,A0055,198204,79.75,HIGH,Medium Risk Alert,2025-01-02 02:22:00,Monitor,Open
ALT001043,T033093,A0407,A0254,178876,90.0,HIGH,Critical Fraud Alert,2025-01-02 02:23:00,Block Transaction,Open
ALT001044,T033129,A0486,A0328,122796,77.58,HIGH,Medium Risk Alert,2025-01-02 02:24:00,Monitor,Under Review
ALT001045,T033134,A0278,A0347,141330,90.25,HIGH,Critical Fraud Alert,2025-01-02 02:25:00,Block Transaction,Under Review
ALT001046,T033180,A0427,A0433,166061,86.96,HIGH,High Risk Alert,2025-01-02 02:26:00,Manual Review,Under Review
ALT001047,T033192,A0462,A0456,338628,75.25,HIGH,Medium Risk Alert,2025-01-02 02:27:00,Monitor,Open
ALT001048,T033206,A0420,A0238,151366,90.5,HIGH,Critical Fraud Alert,2025-01-02 02:28:00,Block Transaction,Under Review
ALT001049,T033245,A0381,A0024,83388,90.5,HIGH,Critical Fraud Alert,2025-01-02 02:29:00,Block Transaction,Resolved
ALT001050,T033258,A0343,A0238,124620,93.5,HIGH,Critical Fraud Alert,2025-01-02 02:30:00,Block Transaction,Under Review
ALT001051,T033308,A0203,A0483,195365,92.5,HIGH,Critical Fraud Alert,2025-01-02 02:31:00,Block Transaction,Under Review
ALT001052,T033324,A0482,A0299,96157,77.88,HIGH,Medium Risk Alert,2025-01-02 02:32:00,Monitor,Open
ALT001053,T033360,A0366,A0418,279896,75.25,HIGH,Medium Risk Alert,2025-01-02 02:33:00,Monitor,Open
ALT001054,T033377,A0154,A0234,82371,77.96,HIGH,Medium Risk Alert,2025-01-02 02:34:00,Monitor,Resolved
ALT001055,T033384,A0138,A0394,193011,91.25,HIGH,Critical Fraud Alert,2025-01-02 02:35:00,Block Transaction,Under Review
ALT001056,T033463,A0028,A0088,78065,84.85,HIGH,High Risk Alert,2025-01-02 02:36:00,Manual Review,Open
ALT001057,T033506,A0235,A0299,62495,90.08,HIGH,Critical Fraud Alert,2025-01-02 02:37:00,Block Transaction,Open
ALT001058,T033507,A0338,A0268,326712,76.0,HIGH,Medium Risk Alert,2025-01-02 02:38:00,Monitor,Open
ALT001059,T033513,A0468,A0257,97085,83.51,HIGH,High Risk Alert,2025-01-02 02:39:00,Manual Review,Open
ALT001060,T033519,A0368,A0227,383610,77.75,HIGH,Medium Risk Alert,2025-01-02 02:40:00,Monitor,Open
ALT001061,T033599,A0398,A0109,90238,86.91,HIGH,High Risk Alert,2025-01-02 02:41:00,Manual Review,Open
ALT001062,T033612,A0252,A0108,168182,93.0,HIGH,Critical Fraud Alert,2025-01-02 02:42:00,Block Transaction,Under Review
ALT001063,T033678,A0209,A0238,104504,80.84,HIGH,High Risk Alert,2025-01-02 02:43:00,Manual Review,Under Review
ALT001064,T033759,A0439,A0344,126677,93.25,HIGH,Critical Fraud Alert,2025-01-02 02:44:00,Block Transaction,Open
ALT001065,T033818,A0482,A0254,173946,91.9,HIGH,Critical Fraud Alert,2025-01-02 02:45:00,Block Transaction,Open
ALT001066,T033820,A0248,A0254,194062,89.06,HIGH,High Risk Alert,2025-01-02 02:46:00,Manual Review,Resolved
ALT001067,T033834,A0155,A0299,115108,85.72,HIGH,High Risk Alert,2025-01-02 02:47:00,Manual Review,Under Review
ALT001068,T033852,A0174,A0177,177843,90.5,HIGH,Critical Fraud Alert,2025-01-02 02:48:00,Block Transaction,Open
ALT001069,T033939,A0274,A0079,107959,78.82,HIGH,Medium Risk Alert,2025-01-02 02:49:00,Monitor,Resolved
ALT001070,T033945,A0189,A0004,89169,85.09,HIGH,High Risk Alert,2025-01-02 02:50:00,Manual Review,Open
ALT001071,T034006,A0396,A0237,159837,93.25,HIGH,Critical Fraud Alert,2025-01-02 02:51:00,Block Transaction,Under Review
ALT001072,T034070,A0188,A0457,130300,94.5,HIGH,Critical Fraud Alert,2025-01-02 02:52:00,Block Transaction,Open
ALT001073,T034113,A0495,A0056,116614,90.25,HIGH,Critical Fraud Alert,2025-01-02 02:53:00,Block Transaction,Open
ALT001074,T034205,A0025,A0254,112543,93.5,HIGH,Critical Fraud Alert,2025-01-02 02:54:00,Block Transaction,Open
ALT001075,T034213,A0071,A0108,113228,92.25,HIGH,Critical Fraud Alert,2025-01-02 02:55:00,Block Transaction,Open
ALT001076,T034220,A0012,A0177,195990,90.5,HIGH,Critical Fraud Alert,2025-01-02 02:56:00,Block Transaction,Open
ALT001077,T034243,A0148,A0483,133420,88.08,HIGH,High Risk Alert,2025-01-02 02:57:00,Manual Review,Open
ALT001078,T034325,A0291,A0109,91802,90.75,HIGH,Critical Fraud Alert,2025-01-02 02:58:00,Block Transaction,Open
ALT001079,T034360,A0114,A0457,138321,93.28,HIGH,Critical Fraud Alert,2025-01-02 02:59:00,Block Transaction,Resolved
ALT001080,T034396,A0410,A0271,351192,80.5,HIGH,High Risk Alert,2025-01-02 03:00:00,Manual Review,Open
ALT001081,T034407,A0367,A0220,137254,85.11,HIGH,High Risk Alert,2025-01-02 03:01:00,Manual Review,Under Review
ALT001082,T034414,A0400,A0237,136622,91.5,HIGH,Critical Fraud Alert,2025-01-02 03:02:00,Block Transaction,Open
ALT001083,T034417,A0168,A0394,87202,89.75,HIGH,High Risk Alert,2025-01-02 03:03:00,Manual Review,Under Review
ALT001084,T034450,A0375,A0108,85198,94.75,HIGH,Critical Fraud Alert,2025-01-02 03:04:00,Block Transaction,Open
ALT001085,T034470,A0084,A0257,149131,89.25,HIGH,High Risk Alert,2025-01-02 03:05:00,Manual Review,Open
ALT001086,T034492,A0160,A0109,180033,88.75,HIGH,High Risk Alert,2025-01-02 03:06:00,Manual Review,Open
ALT001087,T034500,A0476,A0238,78136,78.21,HIGH,Medium Risk Alert,2025-01-02 03:07:00,Monitor,Open
ALT001088,T034523,A0008,A0024,149574,92.5,HIGH,Critical Fraud Alert,2025-01-02 03:08:00,Block Transaction,Open
ALT001089,T034527,A0309,A0108,130501,91.75,HIGH,Critical Fraud Alert,2025-01-02 03:09:00,Block Transaction,Open
ALT001090,T034625,A0333,A0238,168027,92.5,HIGH,Critical Fraud Alert,2025-01-02 03:10:00,Block Transaction,Open
ALT001091,T034629,A0131,A0056,61126,77.14,HIGH,Medium Risk Alert,2025-01-02 03:11:00,Monitor,Open
ALT001092,T034675,A0173,A0228,194439,75.0,HIGH,Medium Risk Alert,2025-01-02 03:12:00,Monitor,Open
ALT001093,T034700,A0049,A0254,96176,92.0,HIGH,Critical Fraud Alert,2025-01-02 03:13:00,Block Transaction,Open
ALT001094,T034703,A0471,A0394,135518,91.0,HIGH,Critical Fraud Alert,2025-01-02 03:14:00,Block Transaction,Open
ALT001095,T034803,A0031,A0447,159968,75.87,HIGH,Medium Risk Alert,2025-01-02 03:15:00,Monitor,Open
ALT001096,T034809,A0036,A0127,166506,77.5,HIGH,Medium Risk Alert,2025-01-02 03:16:00,Monitor,Open
ALT001097,T034844,A0497,A0257,168390,94.25,HIGH,Critical Fraud Alert,2025-01-02 03:17:00,Block Transaction,Under Review
ALT001098,T034853,A0343,A0222,346231,76.25,HIGH,Medium Risk Alert,2025-01-02 03:18:00,Monitor,Open
ALT001099,T034872,A0137,A0079,78334,91.25,HIGH,Critical Fraud Alert,2025-01-02 03:19:00,Block Transaction,Open
ALT001100,T034892,A0297,A0056,111266,90.78,HIGH,Critical Fraud Alert,2025-01-02 03:20:00,Block Transaction,Resolved
ALT001101,T034907,A0300,A0394,181771,89.0,HIGH,High Risk Alert,2025-01-02 03:21:00,Manual Review,Under Review
ALT001102,T034918,A0315,A0393,418293,77.0,HIGH,Medium Risk Alert,2025-01-02 03:22:00,Monitor,Under Review
ALT001103,T034956,A0142,A0108,91284,83.73,HIGH,High Risk Alert,2025-01-02 03:23:00,Manual Review,Open
ALT001104,T035013,A0361,A0347,64244,86.06,HIGH,High Risk Alert,2025-01-02 03:24:00,Manual Review,Under Review
ALT001105,T035015,A0449,A0344,384721,90.75,HIGH,Critical Fraud Alert,2025-01-02 03:25:00,Block Transaction,Open
ALT001106,T035021,A0338,A0299,151110,89.5,HIGH,High Risk Alert,2025-01-02 03:26:00,Manual Review,Open
ALT001107,T035032,A0139,A0265,447300,81.0,HIGH,High Risk Alert,2025-01-02 03:27:00,Manual Review,Open
ALT001108,T035042,A0391,A0079,55816,75.86,HIGH,Medium Risk Alert,2025-01-02 03:28:00,Monitor,Under Review
ALT001109,T035065,A0213,A0257,122528,77.65,HIGH,Medium Risk Alert,2025-01-02 03:29:00,Monitor,Under Review
