pattern_type,sender_account,receiver_account,pattern_strength,detected_time,risk_level,description
Fan-Out,A0387,,94,,HIGH,Sender transferred to 94 unique receivers
Fan-Out,A0388,,85,,HIGH,Sender transferred to 85 unique receivers
Fan-Out,A0389,,91,,HIGH,Sender transferred to 91 unique receivers
Fan-Out,A0390,,88,,HIGH,Sender transferred to 88 unique receivers
Fan-Out,A0391,,96,,HIGH,Sender transferred to 96 unique receivers
Fan-Out,A0392,,75,,HIGH,Sender transferred to 75 unique receivers
Fan-Out,A0393,,88,,HIGH,Sender transferred to 88 unique receivers
Fan-Out,A0394,,85,,HIGH,Sender transferred to 85 unique receivers
Fan-Out,A0395,,95,,HIGH,Sender transferred to 95 unique receivers
Fan-Out,A0396,,91,,HIGH,Sender transferred to 91 unique receivers
Fan-Out,A0397,,83,,HIGH,Sender transferred to 83 unique receivers
Fan-Out,A0398,,114,,HIGH,Sender transferred to 114 unique receivers
Fan-Out,A0399,,89,,HIGH,Sender transferred to 89 unique receivers
Fan-Out,A0400,,80,,HIGH,Sender transferred to 80 unique receivers
Fan-Out,A0401,,90,,HIGH,Sender transferred to 90 unique receivers
Fan-Out,A0402,,84,,HIGH,Sender transferred to 84 unique receivers
Fan-Out,A0403,,84,,HIGH,Sender transferred to 84 unique receivers
Fan-Out,A0404,,77,,HIGH,Sender transferred to 77 unique receivers
Fan-Out,A0405,,84,,HIGH,Sender transferred to 84 unique receivers
Fan-Out,A0406,,87,,HIGH,Sender transferred to 87 unique receivers
Fan-Out,A0407,,97,,HIGH,Sender transferred to 97 unique receivers
Fan-Out,A0408,,87,,HIGH,Sender transferred to 87 unique receivers
Fan-Out,A0409,,85,,HIGH,Sender transferred to 85 unique receivers
Fan-Out,A0410,,91,,HIGH,Sender transferred to 91 unique receivers
Fan-Out,A0411,,102,,HIGH,Sender transferred to 102 unique receivers
Fan-Out,A0412,,92,,HIGH,Sender transferred to 92 unique receivers
Fan-Out,A0413,,94,,HIGH,Sender transferred to 94 unique receivers
Fan-Out,A0414,,88,,HIGH,Sender transferred to 88 unique receivers
Fan-Out,A0415,,92,,HIGH,Sender transferred to 92 unique receivers
Fan-Out,A0416,,92,,HIGH,Sender transferred to 92 unique receivers
Fan-Out,A0417,,105,,HIGH,Sender transferred to 105 unique receivers
Fan-Out,A0418,,92,,HIGH,Sender transferred to 92 unique receivers
Fan-Out,A0419,,86,,HIGH,Sender transferred to 86 unique receivers
Fan-Out,A0420,,93,,HIGH,Sender transferred to 93 unique receivers
Fan-Out,A0421,,85,,HIGH,Sender transferred to 85 unique receivers
Fan-Out,A0422,,80,,HIGH,Sender transferred to 80 unique receivers
Fan-Out,A0423,,76,,HIGH,Sender transferred to 76 unique receivers
Fan-Out,A0424,,91,,HIGH,Sender transferred to 91 unique receivers
Fan-Out,A0425,,85,,HIGH,Sender transferred to 85 unique receivers
Fan-Out,A0426,,102,,HIGH,Sender transferred to 102 unique receivers
Fan-Out,A0427,,82,,HIGH,Sender transferred to 82 unique receivers
Fan-Out,A0428,,92,,HIGH,Sender transferred to 92 unique receivers
Fan-Out,A0429,,92,,HIGH,Sender transferred to 92 unique receivers
Fan-Out,A0430,,88,,HIGH,Sender transferred to 88 unique receivers
Fan-Out,A0431,,89,,HIGH,Sender transferred to 89 unique receivers
Fan-Out,A0432,,76,,HIGH,Sender transferred to 76 unique receivers
Fan-Out,A0433,,89,,HIGH,Sender transferred to 89 unique receivers
Fan-Out,A0434,,89,,HIGH,Sender transferred to 89 unique receivers
Fan-Out,A0435,,81,,HIGH,Sender transferred to 81 unique receivers
Fan-Out,A0436,,84,,HIGH,Sender transferred to 84 unique receivers
Fan-Out,A0437,,94,,HIGH,Sender transferred to 94 unique receivers
Fan-Out,A0438,,86,,HIGH,Sender transferred to 86 unique receivers
Fan-Out,A0439,,93,,HIGH,Sender transferred to 93 unique receivers
Fan-Out,A0440,,89,,HIGH,Sender transferred to 89 unique receivers
Fan-Out,A0441,,74,,HIGH,Sender transferred to 74 unique receivers
Fan-Out,A0442,,94,,HIGH,Sender transferred to 94 unique receivers
Fan-Out,A0443,,92,,HIGH,Sender transferred to 92 unique receivers
Fan-Out,A0444,,92,,HIGH,Sender transferred to 92 unique receivers
Fan-Out,A0445,,63,,HIGH,Sender transferred to 63 unique receivers
Fan-Out,A0446,,99,,HIGH,Sender transferred to 99 unique receivers
Fan-Out,A0447,,89,,HIGH,Sender transferred to 89 unique receivers
Fan-Out,A0448,,92,,HIGH,Sender transferred to 92 unique receivers
Fan-Out,A0449,,96,,HIGH,Sender transferred to 96 unique receivers
Fan-Out,A0450,,93,,HIGH,Sender transferred to 93 unique receivers
Fan-Out,A0451,,77,,HIGH,Sender transferred to 77 unique receivers
Fan-Out,A0452,,99,,HIGH,Sender transferred to 99 unique receivers
Fan-Out,A0453,,104,,HIGH,Sender transferred to 104 unique receivers
Fan-Out,A0454,,97,,HIGH,Sender transferred to 97 unique receivers
Fan-Out,A0455,,98,,HIGH,Sender transferred to 98 unique receivers
Fan-Out,A0456,,84,,HIGH,Sender transferred to 84 unique receivers
Fan-Out,A0457,,84,,HIGH,Sender transferred to 84 unique receivers
Fan-Out,A0458,,83,,HIGH,Sender transferred to 83 unique receivers
Fan-Out,A0459,,76,,HIGH,Sender transferred to 76 unique receivers
Fan-Out,A0460,,98,,HIGH,Sender transferred to 98 unique receivers
Fan-Out,A0461,,102,,HIGH,Sender transferred to 102 unique receivers
Fan-Out,A0462,,90,,HIGH,Sender transferred to 90 unique receivers
Fan-Out,A0463,,107,,HIGH,Sender transferred to 107 unique receivers
Fan-Out,A0464,,96,,HIGH,Sender transferred to 96 unique receivers
Fan-Out,A0465,,88,,HIGH,Sender transferred to 88 unique receivers
Fan-Out,A0466,,84,,HIGH,Sender transferred to 84 unique receivers
Fan-Out,A0467,,96,,HIGH,Sender transferred to 96 unique receivers
Fan-Out,A0468,,92,,HIGH,Sender transferred to 92 unique receivers
Fan-Out,A0469,,94,,HIGH,Sender transferred to 94 unique receivers
Fan-Out,A0470,,90,,HIGH,Sender transferred to 90 unique receivers
Fan-Out,A0471,,78,,HIGH,Sender transferred to 78 unique receivers
Fan-Out,A0472,,87,,HIGH,Sender transferred to 87 unique receivers
Fan-Out,A0473,,97,,HIGH,Sender transferred to 97 unique receivers
Fan-Out,A0474,,93,,HIGH,Sender transferred to 93 unique receivers
Fan-Out,A0475,,87,,HIGH,Sender transferred to 87 unique receivers
Fan-Out,A0476,,100,,HIGH,Sender transferred to 100 unique receivers
Fan-Out,A0477,,92,,HIGH,Sender transferred to 92 unique receivers
Fan-Out,A0478,,94,,HIGH,Sender transferred to 94 unique receivers
Fan-Out,A0479,,75,,HIGH,Sender transferred to 75 unique receivers
Fan-Out,A0480,,84,,HIGH,Sender transferred to 84 unique receivers
Fan-Out,A0481,,87,,HIGH,Sender transferred to 87 unique receivers
Fan-Out,A0482,,104,,HIGH,Sender transferred to 104 unique receivers
Fan-Out,A0483,,88,,HIGH,Sender transferred to 88 unique receivers
Fan-Out,A0484,,76,,HIGH,Sender transferred to 76 unique receivers
Fan-Out,A0485,,77,,HIGH,Sender transferred to 77 unique receivers
Fan-Out,A0486,,98,,HIGH,Sender transferred to 98 unique receivers
Fan-Out,A0487,,75,,HIGH,Sender transferred to 75 unique receivers
Fan-Out,A0488,,93,,HIGH,Sender transferred to 93 unique receivers
Fan-Out,A0489,,93,,HIGH,Sender transferred to 93 unique receivers
Fan-Out,A0490,,95,,HIGH,Sender transferred to 95 unique receivers
Fan-Out,A0491,,115,,HIGH,Sender transferred to 115 unique receivers
Fan-Out,A0492,,89,,HIGH,Sender transferred to 89 unique receivers
Fan-Out,A0493,,83,,HIGH,Sender transferred to 83 unique receivers
Fan-Out,A0494,,87,,HIGH,Sender transferred to 87 unique receivers
Fan-Out,A0495,,102,,HIGH,Sender transferred to 102 unique receivers
Fan-Out,A0496,,81,,HIGH,Sender transferred to 81 unique receivers
Fan-Out,A0497,,79,,HIGH,Sender transferred to 79 unique receivers
Fan-Out,A0498,,100,,HIGH,Sender transferred to 100 unique receivers
Fan-Out,A0499,,93,,HIGH,Sender transferred to 93 unique receivers
Fan-Out,A0500,,110,,HIGH,Sender transferred to 110 unique receivers
Fan-In,,A0001,84,,HIGH,Receiver accepted money from 84 unique senders
Fan-In,,A0002,83,,HIGH,Receiver accepted money from 83 unique senders
Fan-In,,A0003,78,,HIGH,Receiver accepted money from 78 unique senders
Fan-In,,A0004,70,,HIGH,Receiver accepted money from 70 unique senders
Fan-In,,A0005,80,,HIGH,Receiver accepted money from 80 unique senders
Fan-In,,A0006,77,,HIGH,Receiver accepted money from 77 unique senders
Fan-In,,A0007,114,,HIGH,Receiver accepted money from 114 unique senders
Fan-In,,A0008,58,,HIGH,Receiver accepted money from 58 unique senders
Fan-In,,A0009,86,,HIGH,Receiver accepted money from 86 unique senders
Fan-In,,A0010,65,,HIGH,Receiver accepted money from 65 unique senders
Fan-In,,A0011,61,,HIGH,Receiver accepted money from 61 unique senders
Fan-In,,A0012,132,,HIGH,Receiver accepted money from 132 unique senders
Fan-In,,A0013,76,,HIGH,Receiver accepted money from 76 unique senders
Fan-In,,A0014,77,,HIGH,Receiver accepted money from 77 unique senders
Fan-In,,A0015,65,,HIGH,Receiver accepted money from 65 unique senders
Fan-In,,A0016,71,,HIGH,Receiver accepted money from 71 unique senders
Fan-In,,A0017,84,,HIGH,Receiver accepted money from 84 unique senders
Fan-In,,A0018,62,,HIGH,Receiver accepted money from 62 unique senders
Fan-In,,A0019,137,,HIGH,Receiver accepted money from 137 unique senders
Fan-In,,A0020,74,,HIGH,Receiver accepted money from 74 unique senders
Fan-In,,A0021,160,,HIGH,Receiver accepted money from 160 unique senders
Fan-In,,A0022,120,,HIGH,Receiver accepted money from 120 unique senders
Fan-In,,A0023,131,,HIGH,Receiver accepted money from 131 unique senders
Fan-In,,A0024,131,,HIGH,Receiver accepted money from 131 unique senders
Fan-In,,A0025,62,,HIGH,Receiver accepted money from 62 unique senders
Fan-In,,A0026,73,,HIGH,Receiver accepted money from 73 unique senders
Fan-In,,A0027,74,,HIGH,Receiver accepted money from 74 unique senders
Fan-In,,A0028,134,,HIGH,Receiver accepted money from 134 unique senders
Fan-In,,A0029,76,,HIGH,Receiver accepted money from 76 unique senders
Fan-In,,A0030,167,,HIGH,Receiver accepted money from 167 unique senders
Fan-In,,A0031,144,,HIGH,Receiver accepted money from 144 unique senders
Fan-In,,A0032,68,,HIGH,Receiver accepted money from 68 unique senders
Fan-In,,A0033,73,,HIGH,Receiver accepted money from 73 unique senders
Fan-In,,A0034,74,,HIGH,Receiver accepted money from 74 unique senders
Fan-In,,A0035,64,,HIGH,Receiver accepted money from 64 unique senders
Fan-In,,A0036,71,,HIGH,Receiver accepted money from 71 unique senders
Fan-In,,A0037,156,,HIGH,Receiver accepted money from 156 unique senders
Fan-In,,A0038,76,,HIGH,Receiver accepted money from 76 unique senders
Fan-In,,A0039,77,,HIGH,Receiver accepted money from 77 unique senders
Fan-In,,A0040,74,,HIGH,Receiver accepted money from 74 unique senders
Fan-In,,A0041,80,,HIGH,Receiver accepted money from 80 unique senders
Fan-In,,A0042,78,,HIGH,Receiver accepted money from 78 unique senders
Fan-In,,A0043,66,,HIGH,Receiver accepted money from 66 unique senders
Fan-In,,A0044,74,,HIGH,Receiver accepted money from 74 unique senders
Fan-In,,A0045,78,,HIGH,Receiver accepted money from 78 unique senders
Fan-In,,A0046,81,,HIGH,Receiver accepted money from 81 unique senders
Fan-In,,A0047,74,,HIGH,Receiver accepted money from 74 unique senders
Fan-In,,A0048,68,,HIGH,Receiver accepted money from 68 unique senders
Fan-In,,A0049,83,,HIGH,Receiver accepted money from 83 unique senders
Fan-In,,A0050,157,,HIGH,Receiver accepted money from 157 unique senders
Fan-In,,A0051,71,,HIGH,Receiver accepted money from 71 unique senders
Fan-In,,A0052,65,,HIGH,Receiver accepted money from 65 unique senders
Fan-In,,A0053,171,,HIGH,Receiver accepted money from 171 unique senders
Fan-In,,A0054,86,,HIGH,Receiver accepted money from 86 unique senders
Fan-In,,A0055,159,,HIGH,Receiver accepted money from 159 unique senders
Fan-In,,A0056,142,,HIGH,Receiver accepted money from 142 unique senders
Fan-In,,A0057,139,,HIGH,Receiver accepted money from 139 unique senders
Fan-In,,A0058,171,,HIGH,Receiver accepted money from 171 unique senders
Fan-In,,A0059,81,,HIGH,Receiver accepted money from 81 unique senders
Fan-In,,A0060,85,,HIGH,Receiver accepted money from 85 unique senders
Fan-In,,A0061,169,,HIGH,Receiver accepted money from 169 unique senders
Fan-In,,A0062,69,,HIGH,Receiver accepted money from 69 unique senders
Fan-In,,A0063,83,,HIGH,Receiver accepted money from 83 unique senders
Fan-In,,A0064,71,,HIGH,Receiver accepted money from 71 unique senders
Fan-In,,A0065,69,,HIGH,Receiver accepted money from 69 unique senders
Fan-In,,A0066,85,,HIGH,Receiver accepted money from 85 unique senders
Fan-In,,A0067,80,,HIGH,Receiver accepted money from 80 unique senders
Fan-In,,A0068,69,,HIGH,Receiver accepted money from 69 unique senders
Fan-In,,A0069,63,,HIGH,Receiver accepted money from 63 unique senders
Fan-In,,A0070,169,,HIGH,Receiver accepted money from 169 unique senders
Fan-In,,A0071,85,,HIGH,Receiver accepted money from 85 unique senders
Fan-In,,A0072,68,,HIGH,Receiver accepted money from 68 unique senders
Fan-In,,A0073,70,,HIGH,Receiver accepted money from 70 unique senders
Fan-In,,A0074,72,,HIGH,Receiver accepted money from 72 unique senders
Fan-In,,A0075,156,,HIGH,Receiver accepted money from 156 unique senders
Fan-In,,A0076,81,,HIGH,Receiver accepted money from 81 unique senders
Fan-In,,A0077,79,,HIGH,Receiver accepted money from 79 unique senders
Fan-In,,A0078,92,,HIGH,Receiver accepted money from 92 unique senders
Fan-In,,A0079,83,,HIGH,Receiver accepted money from 83 unique senders
Fan-In,,A0080,76,,HIGH,Receiver accepted money from 76 unique senders
Fan-In,,A0081,64,,HIGH,Receiver accepted money from 64 unique senders
Fan-In,,A0082,81,,HIGH,Receiver accepted money from 81 unique senders
Fan-In,,A0083,69,,HIGH,Receiver accepted money from 69 unique senders
Fan-In,,A0084,74,,HIGH,Receiver accepted money from 74 unique senders
Fan-In,,A0085,76,,HIGH,Receiver accepted money from 76 unique senders
Fan-In,,A0086,85,,HIGH,Receiver accepted money from 85 unique senders
Fan-In,,A0087,64,,HIGH,Receiver accepted money from 64 unique senders
Fan-In,,A0088,68,,HIGH,Receiver accepted money from 68 unique senders
Fan-In,,A0089,77,,HIGH,Receiver accepted money from 77 unique senders
Fan-In,,A0090,76,,HIGH,Receiver accepted money from 76 unique senders
Fan-In,,A0091,73,,HIGH,Receiver accepted money from 73 unique senders
Fan-In,,A0092,68,,HIGH,Receiver accepted money from 68 unique senders
Fan-In,,A0093,72,,HIGH,Receiver accepted money from 72 unique senders
Fan-In,,A0094,135,,HIGH,Receiver accepted money from 135 unique senders
Fan-In,,A0095,174,,HIGH,Receiver accepted money from 174 unique senders
Fan-In,,A0096,78,,HIGH,Receiver accepted money from 78 unique senders
Fan-In,,A0097,152,,HIGH,Receiver accepted money from 152 unique senders
Fan-In,,A0098,133,,HIGH,Receiver accepted money from 133 unique senders
Fan-In,,A0099,157,,HIGH,Receiver accepted money from 157 unique senders
Fan-In,,A0100,82,,HIGH,Receiver accepted money from 82 unique senders
Fan-In,,A0101,79,,HIGH,Receiver accepted money from 79 unique senders
Fan-In,,A0102,70,,HIGH,Receiver accepted money from 70 unique senders
Fan-In,,A0103,67,,HIGH,Receiver accepted money from 67 unique senders
Fan-In,,A0104,153,,HIGH,Receiver accepted money from 153 unique senders
Fan-In,,A0105,77,,HIGH,Receiver accepted money from 77 unique senders
Fan-In,,A0106,145,,HIGH,Receiver accepted money from 145 unique senders
Fan-In,,A0107,76,,HIGH,Receiver accepted money from 76 unique senders
Fan-In,,A0108,129,,HIGH,Receiver accepted money from 129 unique senders
Fan-In,,A0109,66,,HIGH,Receiver accepted money from 66 unique senders
Fan-In,,A0110,80,,HIGH,Receiver accepted money from 80 unique senders
Fan-In,,A0111,71,,HIGH,Receiver accepted money from 71 unique senders
Fan-In,,A0112,74,,HIGH,Receiver accepted money from 74 unique senders
Fan-In,,A0113,76,,HIGH,Receiver accepted money from 76 unique senders
Fan-In,,A0114,151,,HIGH,Receiver accepted money from 151 unique senders
Fan-In,,A0115,76,,HIGH,Receiver accepted money from 76 unique senders
Fan-In,,A0116,173,,HIGH,Receiver accepted money from 173 unique senders
Fan-In,,A0117,94,,HIGH,Receiver accepted money from 94 unique senders
Fan-In,,A0118,67,,HIGH,Receiver accepted money from 67 unique senders
Fan-In,,A0119,77,,HIGH,Receiver accepted money from 77 unique senders
Fan-In,,A0120,75,,HIGH,Receiver accepted money from 75 unique senders
Fan-In,,A0121,84,,HIGH,Receiver accepted money from 84 unique senders
Fan-In,,A0122,155,,HIGH,Receiver accepted money from 155 unique senders
Fan-In,,A0123,81,,HIGH,Receiver accepted money from 81 unique senders
Fan-In,,A0124,67,,HIGH,Receiver accepted money from 67 unique senders
Fan-In,,A0125,77,,HIGH,Receiver accepted money from 77 unique senders
Fan-In,,A0126,79,,HIGH,Receiver accepted money from 79 unique senders
Fan-In,,A0127,125,,HIGH,Receiver accepted money from 125 unique senders
Fan-In,,A0128,63,,HIGH,Receiver accepted money from 63 unique senders
Fan-In,,A0129,71,,HIGH,Receiver accepted money from 71 unique senders
Fan-In,,A0130,175,,HIGH,Receiver accepted money from 175 unique senders
Fan-In,,A0131,73,,HIGH,Receiver accepted money from 73 unique senders
Fan-In,,A0132,79,,HIGH,Receiver accepted money from 79 unique senders
Fan-In,,A0133,140,,HIGH,Receiver accepted money from 140 unique senders
Fan-In,,A0134,90,,HIGH,Receiver accepted money from 90 unique senders
Fan-In,,A0135,76,,HIGH,Receiver accepted money from 76 unique senders
Fan-In,,A0136,77,,HIGH,Receiver accepted money from 77 unique senders
Fan-In,,A0137,72,,HIGH,Receiver accepted money from 72 unique senders
Fan-In,,A0138,83,,HIGH,Receiver accepted money from 83 unique senders
Fan-In,,A0139,68,,HIGH,Receiver accepted money from 68 unique senders
Fan-In,,A0140,74,,HIGH,Receiver accepted money from 74 unique senders
Fan-In,,A0141,76,,HIGH,Receiver accepted money from 76 unique senders
Fan-In,,A0142,129,,HIGH,Receiver accepted money from 129 unique senders
Fan-In,,A0143,94,,HIGH,Receiver accepted money from 94 unique senders
Fan-In,,A0144,80,,HIGH,Receiver accepted money from 80 unique senders
Fan-In,,A0145,75,,HIGH,Receiver accepted money from 75 unique senders
Fan-In,,A0146,75,,HIGH,Receiver accepted money from 75 unique senders
Fan-In,,A0147,152,,HIGH,Receiver accepted money from 152 unique senders
Fan-In,,A0148,71,,HIGH,Receiver accepted money from 71 unique senders
Fan-In,,A0149,77,,HIGH,Receiver accepted money from 77 unique senders
Fan-In,,A0150,75,,HIGH,Receiver accepted money from 75 unique senders
Fan-In,,A0151,93,,HIGH,Receiver accepted money from 93 unique senders
Fan-In,,A0152,88,,HIGH,Receiver accepted money from 88 unique senders
Fan-In,,A0153,76,,HIGH,Receiver accepted money from 76 unique senders
Fan-In,,A0154,79,,HIGH,Receiver accepted money from 79 unique senders
Fan-In,,A0155,73,,HIGH,Receiver accepted money from 73 unique senders
Fan-In,,A0156,84,,HIGH,Receiver accepted money from 84 unique senders
Fan-In,,A0157,153,,HIGH,Receiver accepted money from 153 unique senders
Fan-In,,A0158,128,,HIGH,Receiver accepted money from 128 unique senders
Fan-In,,A0159,64,,HIGH,Receiver accepted money from 64 unique senders
Fan-In,,A0160,70,,HIGH,Receiver accepted money from 70 unique senders
Fan-In,,A0161,67,,HIGH,Receiver accepted money from 67 unique senders
Fan-In,,A0162,89,,HIGH,Receiver accepted money from 89 unique senders
Fan-In,,A0163,68,,HIGH,Receiver accepted money from 68 unique senders
Fan-In,,A0164,71,,HIGH,Receiver accepted money from 71 unique senders
Fan-In,,A0165,79,,HIGH,Receiver accepted money from 79 unique senders
Fan-In,,A0166,64,,HIGH,Receiver accepted money from 64 unique senders
Fan-In,,A0167,66,,HIGH,Receiver accepted money from 66 unique senders
Fan-In,,A0168,121,,HIGH,Receiver accepted money from 121 unique senders
