id,pattern_type,sender_account,receiver_account,pattern_strength,detected_time,risk_level,description
367,Fan-Out,A0367,,100,,HIGH,Sender transferred to 100 unique receivers
368,Fan-Out,A0368,,76,,HIGH,Sender transferred to 76 unique receivers
369,Fan-Out,A0369,,79,,HIGH,Sender transferred to 79 unique receivers
370,Fan-Out,A0370,,101,,HIGH,Sender transferred to 101 unique receivers
371,Fan-Out,A0371,,91,,HIGH,Sender transferred to 91 unique receivers
372,Fan-Out,A0372,,95,,HIGH,Sender transferred to 95 unique receivers
373,Fan-Out,A0373,,91,,HIGH,Sender transferred to 91 unique receivers
374,Fan-Out,A0374,,90,,HIGH,Sender transferred to 90 unique receivers
375,Fan-Out,A0375,,95,,HIGH,Sender transferred to 95 unique receivers
376,Fan-Out,A0376,,98,,HIGH,Sender transferred to 98 unique receivers
377,Fan-Out,A0377,,74,,HIGH,Sender transferred to 74 unique receivers
378,Fan-Out,A0378,,97,,HIGH,Sender transferred to 97 unique receivers
379,Fan-Out,A0379,,94,,HIGH,Sender transferred to 94 unique receivers
380,Fan-Out,A0380,,92,,HIGH,Sender transferred to 92 unique receivers
381,Fan-Out,A0381,,100,,HIGH,Sender transferred to 100 unique receivers
382,Fan-Out,A0382,,86,,HIGH,Sender transferred to 86 unique receivers
383,Fan-Out,A0383,,86,,HIGH,Sender transferred to 86 unique receivers
384,Fan-Out,A0384,,80,,HIGH,Sender transferred to 80 unique receivers
385,Fan-Out,A0385,,82,,HIGH,Sender transferred to 82 unique receivers
386,Fan-Out,A0386,,100,,HIGH,Sender transferred to 100 unique receivers
387,Fan-Out,A0387,,94,,HIGH,Sender transferred to 94 unique receivers
388,Fan-Out,A0388,,85,,HIGH,Sender transferred to 85 unique receivers
389,Fan-Out,A0389,,91,,HIGH,Sender transferred to 91 unique receivers
390,Fan-Out,A0390,,88,,HIGH,Sender transferred to 88 unique receivers
391,Fan-Out,A0391,,96,,HIGH,Sender transferred to 96 unique receivers
392,Fan-Out,A0392,,75,,HIGH,Sender transferred to 75 unique receivers
393,Fan-Out,A0393,,88,,HIGH,Sender transferred to 88 unique receivers
394,Fan-Out,A0394,,85,,HIGH,Sender transferred to 85 unique receivers
395,Fan-Out,A0395,,95,,HIGH,Sender transferred to 95 unique receivers
396,Fan-Out,A0396,,91,,HIGH,Sender transferred to 91 unique receivers
397,Fan-Out,A0397,,83,,HIGH,Sender transferred to 83 unique receivers
398,Fan-Out,A0398,,114,,HIGH,Sender transferred to 114 unique receivers
399,Fan-Out,A0399,,89,,HIGH,Sender transferred to 89 unique receivers
400,Fan-Out,A0400,,80,,HIGH,Sender transferred to 80 unique receivers
401,Fan-Out,A0401,,90,,HIGH,Sender transferred to 90 unique receivers
402,Fan-Out,A0402,,84,,HIGH,Sender transferred to 84 unique receivers
403,Fan-Out,A0403,,84,,HIGH,Sender transferred to 84 unique receivers
404,Fan-Out,A0404,,77,,HIGH,Sender transferred to 77 unique receivers
405,Fan-Out,A0405,,84,,HIGH,Sender transferred to 84 unique receivers
406,Fan-Out,A0406,,87,,HIGH,Sender transferred to 87 unique receivers
407,Fan-Out,A0407,,97,,HIGH,Sender transferred to 97 unique receivers
408,Fan-Out,A0408,,87,,HIGH,Sender transferred to 87 unique receivers
409,Fan-Out,A0409,,85,,HIGH,Sender transferred to 85 unique receivers
410,Fan-Out,A0410,,91,,HIGH,Sender transferred to 91 unique receivers
411,Fan-Out,A0411,,102,,HIGH,Sender transferred to 102 unique receivers
412,Fan-Out,A0412,,92,,HIGH,Sender transferred to 92 unique receivers
413,Fan-Out,A0413,,94,,HIGH,Sender transferred to 94 unique receivers
414,Fan-Out,A0414,,88,,HIGH,Sender transferred to 88 unique receivers
415,Fan-Out,A0415,,92,,HIGH,Sender transferred to 92 unique receivers
416,Fan-Out,A0416,,92,,HIGH,Sender transferred to 92 unique receivers
417,Fan-Out,A0417,,105,,HIGH,Sender transferred to 105 unique receivers
418,Fan-Out,A0418,,92,,HIGH,Sender transferred to 92 unique receivers
419,Fan-Out,A0419,,86,,HIGH,Sender transferred to 86 unique receivers
420,Fan-Out,A0420,,93,,HIGH,Sender transferred to 93 unique receivers
421,Fan-Out,A0421,,85,,HIGH,Sender transferred to 85 unique receivers
422,Fan-Out,A0422,,80,,HIGH,Sender transferred to 80 unique receivers
423,Fan-Out,A0423,,76,,HIGH,Sender transferred to 76 unique receivers
424,Fan-Out,A0424,,91,,HIGH,Sender transferred to 91 unique receivers
425,Fan-Out,A0425,,85,,HIGH,Sender transferred to 85 unique receivers
426,Fan-Out,A0426,,102,,HIGH,Sender transferred to 102 unique receivers
427,Fan-Out,A0427,,82,,HIGH,Sender transferred to 82 unique receivers
428,Fan-Out,A0428,,92,,HIGH,Sender transferred to 92 unique receivers
429,Fan-Out,A0429,,92,,HIGH,Sender transferred to 92 unique receivers
430,Fan-Out,A0430,,88,,HIGH,Sender transferred to 88 unique receivers
431,Fan-Out,A0431,,89,,HIGH,Sender transferred to 89 unique receivers
432,Fan-Out,A0432,,76,,HIGH,Sender transferred to 76 unique receivers
433,Fan-Out,A0433,,89,,HIGH,Sender transferred to 89 unique receivers
434,Fan-Out,A0434,,89,,HIGH,Sender transferred to 89 unique receivers
435,Fan-Out,A0435,,81,,HIGH,Sender transferred to 81 unique receivers
436,Fan-Out,A0436,,84,,HIGH,Sender transferred to 84 unique receivers
437,Fan-Out,A0437,,94,,HIGH,Sender transferred to 94 unique receivers
438,Fan-Out,A0438,,86,,HIGH,Sender transferred to 86 unique receivers
439,Fan-Out,A0439,,93,,HIGH,Sender transferred to 93 unique receivers
440,Fan-Out,A0440,,89,,HIGH,Sender transferred to 89 unique receivers
441,Fan-Out,A0441,,74,,HIGH,Sender transferred to 74 unique receivers
442,Fan-Out,A0442,,94,,HIGH,Sender transferred to 94 unique receivers
443,Fan-Out,A0443,,92,,HIGH,Sender transferred to 92 unique receivers
444,Fan-Out,A0444,,92,,HIGH,Sender transferred to 92 unique receivers
445,Fan-Out,A0445,,63,,HIGH,Sender transferred to 63 unique receivers
446,Fan-Out,A0446,,99,,HIGH,Sender transferred to 99 unique receivers
447,Fan-Out,A0447,,89,,HIGH,Sender transferred to 89 unique receivers
448,Fan-Out,A0448,,92,,HIGH,Sender transferred to 92 unique receivers
449,Fan-Out,A0449,,96,,HIGH,Sender transferred to 96 unique receivers
450,Fan-Out,A0450,,93,,HIGH,Sender transferred to 93 unique receivers
451,Fan-Out,A0451,,77,,HIGH,Sender transferred to 77 unique receivers
452,Fan-Out,A0452,,99,,HIGH,Sender transferred to 99 unique receivers
453,Fan-Out,A0453,,104,,HIGH,Sender transferred to 104 unique receivers
454,Fan-Out,A0454,,97,,HIGH,Sender transferred to 97 unique receivers
455,Fan-Out,A0455,,98,,HIGH,Sender transferred to 98 unique receivers
456,Fan-Out,A0456,,84,,HIGH,Sender transferred to 84 unique receivers
457,Fan-Out,A0457,,84,,HIGH,Sender transferred to 84 unique receivers
458,Fan-Out,A0458,,83,,HIGH,Sender transferred to 83 unique receivers
459,Fan-Out,A0459,,76,,HIGH,Sender transferred to 76 unique receivers
460,Fan-Out,A0460,,98,,HIGH,Sender transferred to 98 unique receivers
461,Fan-Out,A0461,,102,,HIGH,Sender transferred to 102 unique receivers
462,Fan-Out,A0462,,90,,HIGH,Sender transferred to 90 unique receivers
463,Fan-Out,A0463,,107,,HIGH,Sender transferred to 107 unique receivers
464,Fan-Out,A0464,,96,,HIGH,Sender transferred to 96 unique receivers
465,Fan-Out,A0465,,88,,HIGH,Sender transferred to 88 unique receivers
466,Fan-Out,A0466,,84,,HIGH,Sender transferred to 84 unique receivers
467,Fan-Out,A0467,,96,,HIGH,Sender transferred to 96 unique receivers
468,Fan-Out,A0468,,92,,HIGH,Sender transferred to 92 unique receivers
469,Fan-Out,A0469,,94,,HIGH,Sender transferred to 94 unique receivers
470,Fan-Out,A0470,,90,,HIGH,Sender transferred to 90 unique receivers
471,Fan-Out,A0471,,78,,HIGH,Sender transferred to 78 unique receivers
472,Fan-Out,A0472,,87,,HIGH,Sender transferred to 87 unique receivers
473,Fan-Out,A0473,,97,,HIGH,Sender transferred to 97 unique receivers
474,Fan-Out,A0474,,93,,HIGH,Sender transferred to 93 unique receivers
475,Fan-Out,A0475,,87,,HIGH,Sender transferred to 87 unique receivers
476,Fan-Out,A0476,,100,,HIGH,Sender transferred to 100 unique receivers
477,Fan-Out,A0477,,92,,HIGH,Sender transferred to 92 unique receivers
478,Fan-Out,A0478,,94,,HIGH,Sender transferred to 94 unique receivers
479,Fan-Out,A0479,,75,,HIGH,Sender transferred to 75 unique receivers
480,Fan-Out,A0480,,84,,HIGH,Sender transferred to 84 unique receivers
481,Fan-Out,A0481,,87,,HIGH,Sender transferred to 87 unique receivers
482,Fan-Out,A0482,,104,,HIGH,Sender transferred to 104 unique receivers
483,Fan-Out,A0483,,88,,HIGH,Sender transferred to 88 unique receivers
484,Fan-Out,A0484,,76,,HIGH,Sender transferred to 76 unique receivers
485,Fan-Out,A0485,,77,,HIGH,Sender transferred to 77 unique receivers
486,Fan-Out,A0486,,98,,HIGH,Sender transferred to 98 unique receivers
487,Fan-Out,A0487,,75,,HIGH,Sender transferred to 75 unique receivers
488,Fan-Out,A0488,,93,,HIGH,Sender transferred to 93 unique receivers
489,Fan-Out,A0489,,93,,HIGH,Sender transferred to 93 unique receivers
490,Fan-Out,A0490,,95,,HIGH,Sender transferred to 95 unique receivers
491,Fan-Out,A0491,,115,,HIGH,Sender transferred to 115 unique receivers
492,Fan-Out,A0492,,89,,HIGH,Sender transferred to 89 unique receivers
493,Fan-Out,A0493,,83,,HIGH,Sender transferred to 83 unique receivers
494,Fan-Out,A0494,,87,,HIGH,Sender transferred to 87 unique receivers
495,Fan-Out,A0495,,102,,HIGH,Sender transferred to 102 unique receivers
496,Fan-Out,A0496,,81,,HIGH,Sender transferred to 81 unique receivers
497,Fan-Out,A0497,,79,,HIGH,Sender transferred to 79 unique receivers
498,Fan-Out,A0498,,100,,HIGH,Sender transferred to 100 unique receivers
499,Fan-Out,A0499,,93,,HIGH,Sender transferred to 93 unique receivers
500,Fan-Out,A0500,,110,,HIGH,Sender transferred to 110 unique receivers
501,Fan-In,,A0001,84,,HIGH,Receiver accepted money from 84 unique senders
502,Fan-In,,A0002,83,,HIGH,Receiver accepted money from 83 unique senders
503,Fan-In,,A0003,78,,HIGH,Receiver accepted money from 78 unique senders
504,Fan-In,,A0004,70,,HIGH,Receiver accepted money from 70 unique senders
505,Fan-In,,A0005,80,,HIGH,Receiver accepted money from 80 unique senders
506,Fan-In,,A0006,77,,HIGH,Receiver accepted money from 77 unique senders
507,Fan-In,,A0007,114,,HIGH,Receiver accepted money from 114 unique senders
508,Fan-In,,A0008,58,,HIGH,Receiver accepted money from 58 unique senders
509,Fan-In,,A0009,86,,HIGH,Receiver accepted money from 86 unique senders
510,Fan-In,,A0010,65,,HIGH,Receiver accepted money from 65 unique senders
511,Fan-In,,A0011,61,,HIGH,Receiver accepted money from 61 unique senders
512,Fan-In,,A0012,132,,HIGH,Receiver accepted money from 132 unique senders
513,Fan-In,,A0013,76,,HIGH,Receiver accepted money from 76 unique senders
514,Fan-In,,A0014,77,,HIGH,Receiver accepted money from 77 unique senders
515,Fan-In,,A0015,65,,HIGH,Receiver accepted money from 65 unique senders
516,Fan-In,,A0016,71,,HIGH,Receiver accepted money from 71 unique senders
517,Fan-In,,A0017,84,,HIGH,Receiver accepted money from 84 unique senders
518,Fan-In,,A0018,62,,HIGH,Receiver accepted money from 62 unique senders
519,Fan-In,,A0019,137,,HIGH,Receiver accepted money from 137 unique senders
520,Fan-In,,A0020,74,,HIGH,Receiver accepted money from 74 unique senders
521,Fan-In,,A0021,160,,HIGH,Receiver accepted money from 160 unique senders
522,Fan-In,,A0022,120,,HIGH,Receiver accepted money from 120 unique senders
523,Fan-In,,A0023,131,,HIGH,Receiver accepted money from 131 unique senders
524,Fan-In,,A0024,131,,HIGH,Receiver accepted money from 131 unique senders
525,Fan-In,,A0025,62,,HIGH,Receiver accepted money from 62 unique senders
526,Fan-In,,A0026,73,,HIGH,Receiver accepted money from 73 unique senders
527,Fan-In,,A0027,74,,HIGH,Receiver accepted money from 74 unique senders
528,Fan-In,,A0028,134,,HIGH,Receiver accepted money from 134 unique senders
529,Fan-In,,A0029,76,,HIGH,Receiver accepted money from 76 unique senders
530,Fan-In,,A0030,167,,HIGH,Receiver accepted money from 167 unique senders
531,Fan-In,,A0031,144,,HIGH,Receiver accepted money from 144 unique senders
532,Fan-In,,A0032,68,,HIGH,Receiver accepted money from 68 unique senders
533,Fan-In,,A0033,73,,HIGH,Receiver accepted money from 73 unique senders
534,Fan-In,,A0034,74,,HIGH,Receiver accepted money from 74 unique senders
535,Fan-In,,A0035,64,,HIGH,Receiver accepted money from 64 unique senders
536,Fan-In,,A0036,71,,HIGH,Receiver accepted money from 71 unique senders
537,Fan-In,,A0037,156,,HIGH,Receiver accepted money from 156 unique senders
538,Fan-In,,A0038,76,,HIGH,Receiver accepted money from 76 unique senders
539,Fan-In,,A0039,77,,HIGH,Receiver accepted money from 77 unique senders
540,Fan-In,,A0040,74,,HIGH,Receiver accepted money from 74 unique senders
541,Fan-In,,A0041,80,,HIGH,Receiver accepted money from 80 unique senders
542,Fan-In,,A0042,78,,HIGH,Receiver accepted money from 78 unique senders
543,Fan-In,,A0043,66,,HIGH,Receiver accepted money from 66 unique senders
544,Fan-In,,A0044,74,,HIGH,Receiver accepted money from 74 unique senders
545,Fan-In,,A0045,78,,HIGH,Receiver accepted money from 78 unique senders
546,Fan-In,,A0046,81,,HIGH,Receiver accepted money from 81 unique senders
547,Fan-In,,A0047,74,,HIGH,Receiver accepted money from 74 unique senders
548,Fan-In,,A0048,68,,HIGH,Receiver accepted money from 68 unique senders
549,Fan-In,,A0049,83,,HIGH,Receiver accepted money from 83 unique senders
550,Fan-In,,A0050,157,,HIGH,Receiver accepted money from 157 unique senders
551,Fan-In,,A0051,71,,HIGH,Receiver accepted money from 71 unique senders
552,Fan-In,,A0052,65,,HIGH,Receiver accepted money from 65 unique senders
553,Fan-In,,A0053,171,,HIGH,Receiver accepted money from 171 unique senders
554,Fan-In,,A0054,86,,HIGH,Receiver accepted money from 86 unique senders
555,Fan-In,,A0055,159,,HIGH,Receiver accepted money from 159 unique senders
556,Fan-In,,A0056,142,,HIGH,Receiver accepted money from 142 unique senders
557,Fan-In,,A0057,139,,HIGH,Receiver accepted money from 139 unique senders
558,Fan-In,,A0058,171,,HIGH,Receiver accepted money from 171 unique senders
559,Fan-In,,A0059,81,,HIGH,Receiver accepted money from 81 unique senders
560,Fan-In,,A0060,85,,HIGH,Receiver accepted money from 85 unique senders
561,Fan-In,,A0061,169,,HIGH,Receiver accepted money from 169 unique senders
562,Fan-In,,A0062,69,,HIGH,Receiver accepted money from 69 unique senders
563,Fan-In,,A0063,83,,HIGH,Receiver accepted money from 83 unique senders
564,Fan-In,,A0064,71,,HIGH,Receiver accepted money from 71 unique senders
565,Fan-In,,A0065,69,,HIGH,Receiver accepted money from 69 unique senders
566,Fan-In,,A0066,85,,HIGH,Receiver accepted money from 85 unique senders
567,Fan-In,,A0067,80,,HIGH,Receiver accepted money from 80 unique senders
568,Fan-In,,A0068,69,,HIGH,Receiver accepted money from 69 unique senders
569,Fan-In,,A0069,63,,HIGH,Receiver accepted money from 63 unique senders
570,Fan-In,,A0070,169,,HIGH,Receiver accepted money from 169 unique senders
571,Fan-In,,A0071,85,,HIGH,Receiver accepted money from 85 unique senders
572,Fan-In,,A0072,68,,HIGH,Receiver accepted money from 68 unique senders
573,Fan-In,,A0073,70,,HIGH,Receiver accepted money from 70 unique senders
574,Fan-In,,A0074,72,,HIGH,Receiver accepted money from 72 unique senders
575,Fan-In,,A0075,156,,HIGH,Receiver accepted money from 156 unique senders
576,Fan-In,,A0076,81,,HIGH,Receiver accepted money from 81 unique senders
577,Fan-In,,A0077,79,,HIGH,Receiver accepted money from 79 unique senders
578,Fan-In,,A0078,92,,HIGH,Receiver accepted money from 92 unique senders
579,Fan-In,,A0079,83,,HIGH,Receiver accepted money from 83 unique senders
580,Fan-In,,A0080,76,,HIGH,Receiver accepted money from 76 unique senders
581,Fan-In,,A0081,64,,HIGH,Receiver accepted money from 64 unique senders
582,Fan-In,,A0082,81,,HIGH,Receiver accepted money from 81 unique senders
583,Fan-In,,A0083,69,,HIGH,Receiver accepted money from 69 unique senders
584,Fan-In,,A0084,74,,HIGH,Receiver accepted money from 74 unique senders
585,Fan-In,,A0085,76,,HIGH,Receiver accepted money from 76 unique senders
586,Fan-In,,A0086,85,,HIGH,Receiver accepted money from 85 unique senders
587,Fan-In,,A0087,64,,HIGH,Receiver accepted money from 64 unique senders
588,Fan-In,,A0088,68,,HIGH,Receiver accepted money from 68 unique senders
589,Fan-In,,A0089,77,,HIGH,Receiver accepted money from 77 unique senders
590,Fan-In,,A0090,76,,HIGH,Receiver accepted money from 76 unique senders
591,Fan-In,,A0091,73,,HIGH,Receiver accepted money from 73 unique senders
592,Fan-In,,A0092,68,,HIGH,Receiver accepted money from 68 unique senders
593,Fan-In,,A0093,72,,HIGH,Receiver accepted money from 72 unique senders
594,Fan-In,,A0094,135,,HIGH,Receiver accepted money from 135 unique senders
595,Fan-In,,A0095,174,,HIGH,Receiver accepted money from 174 unique senders
596,Fan-In,,A0096,78,,HIGH,Receiver accepted money from 78 unique senders
597,Fan-In,,A0097,152,,HIGH,Receiver accepted money from 152 unique senders
598,Fan-In,,A0098,133,,HIGH,Receiver accepted money from 133 unique senders
599,Fan-In,,A0099,157,,HIGH,Receiver accepted money from 157 unique senders
600,Fan-In,,A0100,82,,HIGH,Receiver accepted money from 82 unique senders
601,Fan-In,,A0101,79,,HIGH,Receiver accepted money from 79 unique senders
602,Fan-In,,A0102,70,,HIGH,Receiver accepted money from 70 unique senders
603,Fan-In,,A0103,67,,HIGH,Receiver accepted money from 67 unique senders
604,Fan-In,,A0104,153,,HIGH,Receiver accepted money from 153 unique senders
605,Fan-In,,A0105,77,,HIGH,Receiver accepted money from 77 unique senders
606,Fan-In,,A0106,145,,HIGH,Receiver accepted money from 145 unique senders
607,Fan-In,,A0107,76,,HIGH,Receiver accepted money from 76 unique senders
608,Fan-In,,A0108,129,,HIGH,Receiver accepted money from 129 unique senders
609,Fan-In,,A0109,66,,HIGH,Receiver accepted money from 66 unique senders
610,Fan-In,,A0110,80,,HIGH,Receiver accepted money from 80 unique senders
611,Fan-In,,A0111,71,,HIGH,Receiver accepted money from 71 unique senders
612,Fan-In,,A0112,74,,HIGH,Receiver accepted money from 74 unique senders
613,Fan-In,,A0113,76,,HIGH,Receiver accepted money from 76 unique senders
614,Fan-In,,A0114,151,,HIGH,Receiver accepted money from 151 unique senders
615,Fan-In,,A0115,76,,HIGH,Receiver accepted money from 76 unique senders
616,Fan-In,,A0116,173,,HIGH,Receiver accepted money from 173 unique senders
617,Fan-In,,A0117,94,,HIGH,Receiver accepted money from 94 unique senders
618,Fan-In,,A0118,67,,HIGH,Receiver accepted money from 67 unique senders
619,Fan-In,,A0119,77,,HIGH,Receiver accepted money from 77 unique senders
620,Fan-In,,A0120,75,,HIGH,Receiver accepted money from 75 unique senders
621,Fan-In,,A0121,84,,HIGH,Receiver accepted money from 84 unique senders
622,Fan-In,,A0122,155,,HIGH,Receiver accepted money from 155 unique senders
623,Fan-In,,A0123,81,,HIGH,Receiver accepted money from 81 unique senders
624,Fan-In,,A0124,67,,HIGH,Receiver accepted money from 67 unique senders
625,Fan-In,,A0125,77,,HIGH,Receiver accepted money from 77 unique senders
626,Fan-In,,A0126,79,,HIGH,Receiver accepted money from 79 unique senders
627,Fan-In,,A0127,125,,HIGH,Receiver accepted money from 125 unique senders
628,Fan-In,,A0128,63,,HIGH,Receiver accepted money from 63 unique senders
629,Fan-In,,A0129,71,,HIGH,Receiver accepted money from 71 unique senders
630,Fan-In,,A0130,175,,HIGH,Receiver accepted money from 175 unique senders
631,Fan-In,,A0131,73,,HIGH,Receiver accepted money from 73 unique senders
632,Fan-In,,A0132,79,,HIGH,Receiver accepted money from 79 unique senders
633,Fan-In,,A0133,140,,HIGH,Receiver accepted money from 140 unique senders
